event_id,customer_id,event_date,event_month,event_type,mrr,plan_name
EVT003517,CUST0240,2023-06-27,2023-06,Recurring,79,Professional
EVT003518,CUST0240,2023-07-27,2023-07,Recurring,79,Professional
EVT003519,CUST0240,2023-08-26,2023-08,Recurring,79,Professional
EVT003520,CUST0240,2023-09-25,2023-09,Recurring,79,Professional
EVT003521,CUST0240,2023-10-25,2023-10,Recurring,79,Professional
EVT003522,CUST0240,2023-11-24,2023-11,Recurring,79,Professional
EVT003523,CUST0240,2023-12-24,2023-12,Recurring,79,Professional
EVT003524,CUST0240,2024-01-23,2024-01,Recurring,79,Professional
EVT003525,CUST0240,2024-02-22,2024-02,Recurring,79,Professional
EVT003526,CUST0240,2024-03-23,2024-03,Recurring,79,Professional
EVT003527,CUST0241,2022-01-09,2022-01,New,79,Professional
EVT003528,CUST0241,2022-02-08,2022-02,Recurring,79,Professional
EVT003529,CUST0241,2022-03-10,2022-03,Recurring,79,Professional
EVT003530,CUST0241,2022-04-09,2022-04,Recurring,79,Professional
EVT003531,CUST0241,2022-05-09,2022-05,Recurring,79,Professional
EVT003532,CUST0241,2022-06-08,2022-06,Recurring,79,Professional
EVT003533,CUST0241,2022-07-08,2022-07,Recurring,79,Professional
EVT003534,CUST0241,2022-08-07,2022-08,Recurring,79,Professional
EVT003535,CUST0241,2022-09-06,2022-09,Recurring,79,Professional
EVT003536,CUST0241,2022-10-06,2022-10,Recurring,79,Professional
EVT003537,CUST0241,2022-11-05,2022-11,Recurring,79,Professional
EVT003538,CUST0241,2022-12-05,2022-12,Recurring,79,Professional
EVT003539,CUST0241,2023-01-04,2023-01,Recurring,79,Professional
EVT003540,CUST0241,2023-02-03,2023-02,Recurring,79,Professional
EVT003541,CUST0241,2023-03-05,2023-03,Recurring,79,Professional
EVT003542,CUST0241,2023-04-04,2023-04,Recurring,79,Professional
EVT003543,CUST0241,2023-05-04,2023-05,Recurring,79,Professional
EVT003544,CUST0241,2023-06-03,2023-06,Recurring,79,Professional
EVT003545,CUST0241,2023-07-03,2023-07,Recurring,79,Professional
EVT003546,CUST0241,2023-08-02,2023-08,Recurring,79,Professional
EVT003547,CUST0241,2023-09-01,2023-09,Recurring,79,Professional
EVT003548,CUST0241,2023-10-01,2023-10,Recurring,79,Professional
EVT003549,CUST0241,2023-10-31,2023-10,Recurring,79,Professional
EVT003550,CUST0241,2023-11-30,2023-11,Recurring,79,Professional
EVT003551,CUST0242,2023-08-05,2023-08,New,29,Starter
EVT003552,CUST0242,2023-09-04,2023-09,Recurring,29,Starter
EVT003553,CUST0242,2023-10-04,2023-10,Recurring,29,Starter
EVT003554,CUST0242,2023-11-03,2023-11,Upgrade,79,Starter
EVT003555,CUST0242,2023-12-03,2023-12,Recurring,29,Starter
EVT003556,CUST0242,2024-01-02,2024-01,Recurring,29,Starter
EVT003557,CUST0242,2024-02-01,2024-02,Recurring,29,Starter
EVT003558,CUST0242,2024-03-02,2024-03,Recurring,29,Starter
EVT003559,CUST0243,2022-10-08,2022-10,New,29,Starter
EVT003560,CUST0243,2022-11-07,2022-11,Recurring,29,Starter
EVT003561,CUST0243,2022-12-07,2022-12,Recurring,29,Starter
EVT003562,CUST0243,2023-01-06,2023-01,Recurring,29,Starter
EVT003563,CUST0243,2023-02-05,2023-02,Recurring,29,Starter
EVT003564,CUST0243,2023-03-07,2023-03,Recurring,29,Starter
EVT003565,CUST0243,2023-04-06,2023-04,Recurring,29,Starter
EVT003566,CUST0243,2023-05-06,2023-05,Recurring,29,Starter
EVT003567,CUST0243,2023-06-05,2023-06,Recurring,29,Starter
EVT003568,CUST0243,2023-07-05,2023-07,Recurring,29,Starter
EVT003569,CUST0243,2023-08-04,2023-08,Recurring,29,Starter
EVT003570,CUST0243,2023-09-03,2023-09,Recurring,29,Starter
EVT003571,CUST0243,2023-10-03,2023-10,Recurring,29,Starter
EVT003572,CUST0243,2023-11-02,2023-11,Recurring,29,Starter
EVT003573,CUST0243,2023-12-02,2023-12,Recurring,29,Starter
EVT003574,CUST0243,2024-01-01,2024-01,Recurring,29,Starter
EVT003575,CUST0243,2024-01-31,2024-01,Recurring,29,Starter
EVT003576,CUST0243,2024-03-01,2024-03,Recurring,29,Starter
EVT003577,CUST0243,2024-03-31,2024-03,Recurring,29,Starter
EVT003578,CUST0244,2023-09-01,2023-09,New,79,Professional
EVT003579,CUST0244,2023-10-01,2023-10,Recurring,79,Professional
EVT003580,CUST0244,2023-10-31,2023-10,Recurring,79,Professional
EVT003581,CUST0244,2023-11-30,2023-11,Recurring,79,Professional
EVT003582,CUST0244,2023-12-30,2023-12,Recurring,79,Professional
EVT003583,CUST0244,2024-01-29,2024-01,Recurring,79,Professional
EVT003584,CUST0244,2024-02-28,2024-02,Recurring,79,Professional
EVT003585,CUST0244,2024-03-29,2024-03,Recurring,79,Professional
EVT003586,CUST0245,2023-07-14,2023-07,New,149,Business
EVT003587,CUST0245,2023-08-13,2023-08,Recurring,149,Business
EVT003588,CUST0245,2023-09-12,2023-09,Recurring,149,Business
EVT003589,CUST0245,2023-10-12,2023-10,Recurring,149,Business
EVT003590,CUST0245,2023-11-11,2023-11,Recurring,149,Business
EVT003591,CUST0246,2023-02-25,2023-02,New,149,Business
EVT003592,CUST0246,2023-03-27,2023-03,Recurring,149,Business
EVT003593,CUST0246,2023-04-26,2023-04,Recurring,149,Business
EVT003594,CUST0246,2023-05-26,2023-05,Recurring,149,Business
EVT003595,CUST0246,2023-06-25,2023-06,Downgrade,79,Business
EVT003596,CUST0246,2023-07-25,2023-07,Recurring,149,Business
EVT003597,CUST0246,2023-08-24,2023-08,Recurring,149,Business
EVT003598,CUST0246,2023-09-23,2023-09,Recurring,149,Business
EVT003599,CUST0246,2023-10-23,2023-10,Recurring,149,Business
EVT003600,CUST0246,2023-11-22,2023-11,Recurring,149,Business
EVT003601,CUST0246,2023-12-22,2023-12,Recurring,149,Business
EVT003602,CUST0246,2024-01-21,2024-01,Recurring,149,Business
EVT003603,CUST0246,2024-02-20,2024-02,Recurring,149,Business
EVT003604,CUST0246,2024-03-21,2024-03,Recurring,149,Business
EVT003605,CUST0247,2022-11-19,2022-11,New,79,Professional
EVT003606,CUST0247,2022-12-19,2022-12,Recurring,79,Professional
EVT003607,CUST0247,2023-01-18,2023-01,Recurring,79,Professional
EVT003608,CUST0247,2023-02-17,2023-02,Recurring,79,Professional
EVT003609,CUST0247,2023-03-19,2023-03,Recurring,79,Professional
EVT003610,CUST0247,2023-04-18,2023-04,Recurring,79,Professional
EVT003611,CUST0247,2023-05-18,2023-05,Recurring,79,Professional
EVT003612,CUST0247,2023-06-17,2023-06,Recurring,79,Professional
EVT003613,CUST0247,2023-07-17,2023-07,Recurring,79,Professional
EVT003614,CUST0247,2023-08-16,2023-08,Recurring,79,Professional
EVT003615,CUST0247,2023-09-15,2023-09,Recurring,79,Professional
EVT003616,CUST0247,2023-10-15,2023-10,Recurring,79,Professional
EVT003617,CUST0247,2023-11-14,2023-11,Recurring,79,Professional
EVT003618,CUST0247,2023-12-14,2023-12,Recurring,79,Professional
EVT003619,CUST0247,2024-01-13,2024-01,Recurring,79,Professional
EVT003620,CUST0247,2024-02-12,2024-02,Recurring,79,Professional
EVT003621,CUST0248,2022-02-19,2022-02,New,29,Starter
EVT003622,CUST0248,2022-03-21,2022-03,Recurring,29,Starter
EVT003623,CUST0248,2022-04-20,2022-04,Recurring,29,Starter
EVT003624,CUST0248,2022-05-20,2022-05,Recurring,29,Starter
EVT003625,CUST0248,2022-06-19,2022-06,Recurring,29,Starter
EVT003626,CUST0248,2022-07-19,2022-07,Recurring,29,Starter
EVT003627,CUST0248,2022-08-18,2022-08,Recurring,29,Starter
EVT003628,CUST0248,2022-09-17,2022-09,Recurring,29,Starter
EVT003629,CUST0248,2022-10-17,2022-10,Recurring,29,Starter
EVT003630,CUST0248,2022-11-16,2022-11,Recurring,29,Starter
EVT003631,CUST0248,2022-12-16,2022-12,Recurring,29,Starter
EVT003632,CUST0248,2023-01-15,2023-01,Recurring,29,Starter
EVT003633,CUST0248,2023-02-14,2023-02,Recurring,29,Starter
EVT003634,CUST0248,2023-03-16,2023-03,Recurring,29,Starter
EVT003635,CUST0248,2023-04-15,2023-04,Recurring,29,Starter
EVT003636,CUST0248,2023-05-15,2023-05,Recurring,29,Starter
EVT003637,CUST0248,2023-06-14,2023-06,Recurring,29,Starter
EVT003638,CUST0248,2023-07-14,2023-07,Recurring,29,Starter
EVT003639,CUST0248,2023-08-13,2023-08,Recurring,29,Starter
EVT003640,CUST0248,2023-09-12,2023-09,Recurring,29,Starter
EVT003641,CUST0248,2023-10-12,2023-10,Recurring,29,Starter
EVT003642,CUST0248,2023-11-11,2023-11,Recurring,29,Starter
EVT003643,CUST0248,2023-12-11,2023-12,Recurring,29,Starter
EVT003644,CUST0248,2024-01-10,2024-01,Recurring,29,Starter
EVT003645,CUST0248,2024-02-09,2024-02,Recurring,29,Starter
EVT003646,CUST0248,2024-03-10,2024-03,Recurring,29,Starter
EVT003647,CUST0249,2023-03-27,2023-03,New,79,Professional
EVT003648,CUST0249,2023-04-26,2023-04,Recurring,79,Professional
EVT003649,CUST0249,2023-05-26,2023-05,Recurring,79,Professional
EVT003650,CUST0249,2023-06-25,2023-06,Recurring,79,Professional
EVT003651,CUST0249,2023-07-25,2023-07,Recurring,79,Professional
EVT003652,CUST0249,2023-08-24,2023-08,Recurring,79,Professional
EVT003653,CUST0249,2023-09-23,2023-09,Recurring,79,Professional
EVT003654,CUST0249,2023-10-23,2023-10,Recurring,79,Professional
EVT003655,CUST0249,2023-11-22,2023-11,Recurring,79,Professional
EVT003656,CUST0249,2023-12-22,2023-12,Recurring,79,Professional
EVT003657,CUST0249,2024-01-21,2024-01,Recurring,79,Professional
EVT003658,CUST0249,2024-02-20,2024-02,Recurring,79,Professional
EVT003659,CUST0249,2024-03-21,2024-03,Recurring,79,Professional
EVT003660,CUST0250,2022-08-21,2022-08,New,79,Professional
EVT003661,CUST0250,2022-09-20,2022-09,Recurring,79,Professional
EVT003662,CUST0250,2022-10-20,2022-10,Recurring,79,Professional
EVT003663,CUST0250,2022-11-19,2022-11,Recurring,79,Professional
EVT003664,CUST0250,2022-12-19,2022-12,Recurring,79,Professional
EVT003665,CUST0250,2023-01-18,2023-01,Recurring,79,Professional
EVT003666,CUST0250,2023-02-17,2023-02,Recurring,79,Professional
EVT003667,CUST0250,2023-03-19,2023-03,Recurring,79,Professional
EVT003668,CUST0250,2023-04-18,2023-04,Recurring,79,Professional
EVT003669,CUST0250,2023-05-18,2023-05,Recurring,79,Professional
EVT003670,CUST0250,2023-06-17,2023-06,Recurring,79,Professional
EVT003671,CUST0250,2023-07-17,2023-07,Recurring,79,Professional
EVT003672,CUST0250,2023-08-16,2023-08,Recurring,79,Professional
EVT003673,CUST0250,2023-09-15,2023-09,Recurring,79,Professional
EVT003674,CUST0250,2023-10-15,2023-10,Recurring,79,Professional
EVT003675,CUST0250,2023-11-14,2023-11,Recurring,79,Professional
EVT003676,CUST0250,2023-12-14,2023-12,Recurring,79,Professional
EVT003677,CUST0250,2024-01-13,2024-01,Recurring,79,Professional
EVT003678,CUST0250,2024-02-12,2024-02,Recurring,79,Professional
EVT003679,CUST0250,2024-03-13,2024-03,Recurring,79,Professional
EVT003680,CUST0251,2022-09-24,2022-09,New,299,Enterprise
EVT003681,CUST0251,2022-10-24,2022-10,Recurring,299,Enterprise
EVT003682,CUST0251,2022-11-23,2022-11,Recurring,299,Enterprise
EVT003683,CUST0251,2022-12-23,2022-12,Recurring,299,Enterprise
EVT003684,CUST0251,2023-01-22,2023-01,Recurring,299,Enterprise
EVT003685,CUST0251,2023-02-21,2023-02,Recurring,299,Enterprise
EVT003686,CUST0251,2023-03-23,2023-03,Recurring,299,Enterprise
EVT003687,CUST0251,2023-04-22,2023-04,Recurring,299,Enterprise
EVT003688,CUST0251,2023-05-22,2023-05,Recurring,299,Enterprise
EVT003689,CUST0251,2023-06-21,2023-06,Recurring,299,Enterprise
EVT003690,CUST0251,2023-07-21,2023-07,Recurring,299,Enterprise
EVT003691,CUST0251,2023-08-20,2023-08,Recurring,299,Enterprise
EVT003692,CUST0251,2023-09-19,2023-09,Recurring,299,Enterprise
EVT003693,CUST0251,2023-10-19,2023-10,Recurring,299,Enterprise
EVT003694,CUST0251,2023-11-18,2023-11,Recurring,299,Enterprise
EVT003695,CUST0251,2023-12-18,2023-12,Recurring,299,Enterprise
EVT003696,CUST0251,2024-01-17,2024-01,Recurring,299,Enterprise
EVT003697,CUST0251,2024-02-16,2024-02,Recurring,299,Enterprise
EVT003698,CUST0251,2024-03-17,2024-03,Recurring,299,Enterprise
EVT003699,CUST0252,2022-02-08,2022-02,New,29,Starter
EVT003700,CUST0252,2022-03-10,2022-03,Recurring,29,Starter
EVT003701,CUST0252,2022-04-09,2022-04,Recurring,29,Starter
EVT003702,CUST0252,2022-05-09,2022-05,Recurring,29,Starter
EVT003703,CUST0252,2022-06-08,2022-06,Recurring,29,Starter
EVT003704,CUST0252,2022-07-08,2022-07,Recurring,29,Starter
EVT003705,CUST0252,2022-08-07,2022-08,Recurring,29,Starter
EVT003706,CUST0252,2022-09-06,2022-09,Recurring,29,Starter
EVT003707,CUST0252,2022-10-06,2022-10,Upgrade,79,Starter
EVT003708,CUST0252,2022-11-05,2022-11,Recurring,29,Starter
EVT003709,CUST0252,2022-12-05,2022-12,Recurring,29,Starter
EVT003710,CUST0252,2023-01-04,2023-01,Recurring,29,Starter
EVT003711,CUST0252,2023-02-03,2023-02,Recurring,29,Starter
EVT003712,CUST0252,2023-03-05,2023-03,Recurring,29,Starter
EVT003713,CUST0252,2023-04-04,2023-04,Recurring,29,Starter
EVT003714,CUST0253,2022-02-19,2022-02,New,79,Professional
EVT003715,CUST0253,2022-03-21,2022-03,Recurring,79,Professional
EVT003716,CUST0253,2022-04-20,2022-04,Recurring,79,Professional
EVT003717,CUST0253,2022-05-20,2022-05,Recurring,79,Professional
EVT003718,CUST0253,2022-06-19,2022-06,Recurring,79,Professional
EVT003719,CUST0253,2022-07-19,2022-07,Recurring,79,Professional
EVT003720,CUST0253,2022-08-18,2022-08,Recurring,79,Professional
EVT003721,CUST0253,2022-09-17,2022-09,Recurring,79,Professional
EVT003722,CUST0253,2022-10-17,2022-10,Recurring,79,Professional
EVT003723,CUST0253,2022-11-16,2022-11,Recurring,79,Professional
EVT003724,CUST0253,2022-12-16,2022-12,Recurring,79,Professional
EVT003725,CUST0253,2023-01-15,2023-01,Recurring,79,Professional
EVT003726,CUST0253,2023-02-14,2023-02,Recurring,79,Professional
EVT003727,CUST0253,2023-03-16,2023-03,Recurring,79,Professional
EVT003728,CUST0253,2023-04-15,2023-04,Recurring,79,Professional
EVT003729,CUST0253,2023-05-15,2023-05,Recurring,79,Professional
EVT003730,CUST0253,2023-06-14,2023-06,Recurring,79,Professional
EVT003731,CUST0253,2023-07-14,2023-07,Recurring,79,Professional
EVT003732,CUST0253,2023-08-13,2023-08,Recurring,79,Professional
EVT003733,CUST0253,2023-09-12,2023-09,Recurring,79,Professional
EVT003734,CUST0253,2023-10-12,2023-10,Recurring,79,Professional
EVT003735,CUST0253,2023-11-11,2023-11,Recurring,79,Professional
EVT003736,CUST0253,2023-12-11,2023-12,Recurring,79,Professional
EVT003737,CUST0253,2024-01-10,2024-01,Recurring,79,Professional
EVT003738,CUST0253,2024-02-09,2024-02,Recurring,79,Professional
EVT003739,CUST0253,2024-03-10,2024-03,Recurring,79,Professional
EVT003740,CUST0254,2023-08-06,2023-08,New,299,Enterprise
EVT003741,CUST0254,2023-09-05,2023-09,Recurring,299,Enterprise
EVT003742,CUST0254,2023-10-05,2023-10,Recurring,299,Enterprise
EVT003743,CUST0254,2023-11-04,2023-11,Recurring,299,Enterprise
EVT003744,CUST0254,2023-12-04,2023-12,Recurring,299,Enterprise
EVT003745,CUST0254,2024-01-03,2024-01,Recurring,299,Enterprise
EVT003746,CUST0254,2024-02-02,2024-02,Recurring,299,Enterprise
EVT003747,CUST0254,2024-03-03,2024-03,Recurring,299,Enterprise
EVT003748,CUST0255,2022-06-01,2022-06,New,29,Starter
EVT003749,CUST0255,2022-07-01,2022-07,Recurring,29,Starter
EVT003750,CUST0255,2022-07-31,2022-07,Recurring,29,Starter
EVT003751,CUST0255,2022-08-30,2022-08,Recurring,29,Starter
EVT003752,CUST0255,2022-09-29,2022-09,Recurring,29,Starter
EVT003753,CUST0255,2022-10-29,2022-10,Recurring,29,Starter
EVT003754,CUST0255,2022-11-28,2022-11,Recurring,29,Starter
EVT003755,CUST0255,2022-12-28,2022-12,Recurring,29,Starter
EVT003756,CUST0255,2023-01-27,2023-01,Recurring,29,Starter
EVT003757,CUST0255,2023-02-26,2023-02,Recurring,29,Starter
EVT003758,CUST0256,2023-06-08,2023-06,New,79,Professional
EVT003759,CUST0256,2023-07-08,2023-07,Recurring,79,Professional
EVT003760,CUST0256,2023-08-07,2023-08,Recurring,79,Professional
EVT003761,CUST0256,2023-09-06,2023-09,Recurring,79,Professional
EVT003762,CUST0256,2023-10-06,2023-10,Recurring,79,Professional
EVT003763,CUST0256,2023-11-05,2023-11,Recurring,79,Professional
EVT003764,CUST0256,2023-12-05,2023-12,Recurring,79,Professional
EVT003765,CUST0256,2024-01-04,2024-01,Recurring,79,Professional
EVT003766,CUST0256,2024-02-03,2024-02,Recurring,79,Professional
EVT003767,CUST0256,2024-03-04,2024-03,Recurring,79,Professional
EVT003768,CUST0257,2022-09-02,2022-09,New,29,Starter
EVT003769,CUST0257,2022-10-02,2022-10,Recurring,29,Starter
EVT003770,CUST0257,2022-11-01,2022-11,Recurring,29,Starter
EVT003771,CUST0257,2022-12-01,2022-12,Recurring,29,Starter
EVT003772,CUST0257,2022-12-31,2022-12,Recurring,29,Starter
EVT003773,CUST0257,2023-01-30,2023-01,Recurring,29,Starter
EVT003774,CUST0257,2023-03-01,2023-03,Recurring,29,Starter
EVT003775,CUST0257,2023-03-31,2023-03,Recurring,29,Starter
EVT003776,CUST0258,2022-11-27,2022-11,New,79,Professional
EVT003777,CUST0258,2022-12-27,2022-12,Recurring,79,Professional
EVT003778,CUST0258,2023-01-26,2023-01,Recurring,79,Professional
EVT003779,CUST0258,2023-02-25,2023-02,Recurring,79,Professional
EVT003780,CUST0258,2023-03-27,2023-03,Recurring,79,Professional
EVT003781,CUST0258,2023-04-26,2023-04,Recurring,79,Professional
EVT003782,CUST0258,2023-05-26,2023-05,Recurring,79,Professional
EVT003783,CUST0258,2023-06-25,2023-06,Recurring,79,Professional
EVT003784,CUST0258,2023-07-25,2023-07,Recurring,79,Professional
EVT003785,CUST0258,2023-08-24,2023-08,Recurring,79,Professional
EVT003786,CUST0258,2023-09-23,2023-09,Recurring,79,Professional
EVT003787,CUST0258,2023-10-23,2023-10,Recurring,79,Professional
EVT003788,CUST0258,2023-11-22,2023-11,Recurring,79,Professional
EVT003789,CUST0258,2023-12-22,2023-12,Recurring,79,Professional
EVT003790,CUST0258,2024-01-21,2024-01,Recurring,79,Professional
EVT003791,CUST0258,2024-02-20,2024-02,Recurring,79,Professional
EVT003792,CUST0258,2024-03-21,2024-03,Recurring,79,Professional
EVT003793,CUST0259,2022-04-25,2022-04,New,29,Starter
EVT003794,CUST0259,2022-05-25,2022-05,Recurring,29,Starter
EVT003795,CUST0259,2022-06-24,2022-06,Recurring,29,Starter
EVT003796,CUST0259,2022-07-24,2022-07,Recurring,29,Starter
EVT003797,CUST0259,2022-08-23,2022-08,Recurring,29,Starter
EVT003798,CUST0259,2022-09-22,2022-09,Recurring,29,Starter
EVT003799,CUST0259,2022-10-22,2022-10,Recurring,29,Starter
EVT003800,CUST0259,2022-11-21,2022-11,Recurring,29,Starter
EVT003801,CUST0259,2022-12-21,2022-12,Recurring,29,Starter
EVT003802,CUST0259,2023-01-20,2023-01,Recurring,29,Starter
EVT003803,CUST0259,2023-02-19,2023-02,Recurring,29,Starter
EVT003804,CUST0259,2023-03-21,2023-03,Recurring,29,Starter
EVT003805,CUST0259,2023-04-20,2023-04,Recurring,29,Starter
EVT003806,CUST0259,2023-05-20,2023-05,Recurring,29,Starter
EVT003807,CUST0259,2023-06-19,2023-06,Recurring,29,Starter
EVT003808,CUST0259,2023-07-19,2023-07,Recurring,29,Starter
EVT003809,CUST0259,2023-08-18,2023-08,Recurring,29,Starter
EVT003810,CUST0259,2023-09-17,2023-09,Recurring,29,Starter
EVT003811,CUST0259,2023-10-17,2023-10,Recurring,29,Starter
EVT003812,CUST0259,2023-11-16,2023-11,Recurring,29,Starter
EVT003813,CUST0259,2023-12-16,2023-12,Recurring,29,Starter
EVT003814,CUST0259,2024-01-15,2024-01,Recurring,29,Starter
EVT003815,CUST0259,2024-02-14,2024-02,Recurring,29,Starter
EVT003816,CUST0259,2024-03-15,2024-03,Recurring,29,Starter
EVT003817,CUST0260,2022-06-12,2022-06,New,79,Professional
EVT003818,CUST0260,2022-07-12,2022-07,Recurring,79,Professional
EVT003819,CUST0260,2022-08-11,2022-08,Recurring,79,Professional
EVT003820,CUST0260,2022-09-10,2022-09,Recurring,79,Professional
EVT003821,CUST0260,2022-10-10,2022-10,Recurring,79,Professional
EVT003822,CUST0260,2022-11-09,2022-11,Recurring,79,Professional
EVT003823,CUST0260,2022-12-09,2022-12,Recurring,79,Professional
EVT003824,CUST0260,2023-01-08,2023-01,Upgrade,149,Professional
EVT003825,CUST0260,2023-02-07,2023-02,Recurring,79,Professional
EVT003826,CUST0260,2023-03-09,2023-03,Recurring,79,Professional
EVT003827,CUST0260,2023-04-08,2023-04,Recurring,79,Professional
EVT003828,CUST0260,2023-05-08,2023-05,Recurring,79,Professional
EVT003829,CUST0260,2023-06-07,2023-06,Recurring,79,Professional
EVT003830,CUST0260,2023-07-07,2023-07,Recurring,79,Professional
EVT003831,CUST0260,2023-08-06,2023-08,Recurring,79,Professional
EVT003832,CUST0260,2023-09-05,2023-09,Recurring,79,Professional
EVT003833,CUST0260,2023-10-05,2023-10,Recurring,79,Professional
EVT003834,CUST0260,2023-11-04,2023-11,Recurring,79,Professional
EVT003835,CUST0260,2023-12-04,2023-12,Recurring,79,Professional
EVT003836,CUST0260,2024-01-03,2024-01,Recurring,79,Professional
EVT003837,CUST0260,2024-02-02,2024-02,Recurring,79,Professional
EVT003838,CUST0260,2024-03-03,2024-03,Recurring,79,Professional
EVT003839,CUST0261,2023-03-19,2023-03,New,149,Business
EVT003840,CUST0261,2023-04-18,2023-04,Recurring,149,Business
EVT003841,CUST0261,2023-05-18,2023-05,Recurring,149,Business
EVT003842,CUST0261,2023-06-17,2023-06,Recurring,149,Business
EVT003843,CUST0261,2023-07-17,2023-07,Recurring,149,Business
EVT003844,CUST0261,2023-08-16,2023-08,Recurring,149,Business
EVT003845,CUST0261,2023-09-15,2023-09,Recurring,149,Business
EVT003846,CUST0261,2023-10-15,2023-10,Recurring,149,Business
EVT003847,CUST0261,2023-11-14,2023-11,Recurring,149,Business
EVT003848,CUST0261,2023-12-14,2023-12,Recurring,149,Business
EVT003849,CUST0261,2024-01-13,2024-01,Recurring,149,Business
EVT003850,CUST0261,2024-02-12,2024-02,Recurring,149,Business
EVT003851,CUST0261,2024-03-13,2024-03,Recurring,149,Business
EVT003852,CUST0262,2022-07-11,2022-07,New,79,Professional
EVT003853,CUST0262,2022-08-10,2022-08,Recurring,79,Professional
EVT003854,CUST0262,2022-09-09,2022-09,Recurring,79,Professional
EVT003855,CUST0262,2022-10-09,2022-10,Recurring,79,Professional
EVT003856,CUST0262,2022-11-08,2022-11,Recurring,79,Professional
EVT003857,CUST0262,2022-12-08,2022-12,Upgrade,149,Professional
EVT003858,CUST0262,2023-01-07,2023-01,Recurring,79,Professional
EVT003859,CUST0262,2023-02-06,2023-02,Recurring,79,Professional
EVT003860,CUST0262,2023-03-08,2023-03,Recurring,79,Professional
EVT003861,CUST0262,2023-04-07,2023-04,Recurring,79,Professional
EVT003862,CUST0262,2023-05-07,2023-05,Recurring,79,Professional
EVT003863,CUST0262,2023-06-06,2023-06,Recurring,79,Professional
EVT003864,CUST0262,2023-07-06,2023-07,Recurring,79,Professional
EVT003865,CUST0263,2022-07-13,2022-07,New,79,Professional
EVT003866,CUST0263,2022-08-12,2022-08,Recurring,79,Professional
EVT003867,CUST0263,2022-09-11,2022-09,Recurring,79,Professional
EVT003868,CUST0263,2022-10-11,2022-10,Recurring,79,Professional
EVT003869,CUST0263,2022-11-10,2022-11,Recurring,79,Professional
EVT003870,CUST0263,2022-12-10,2022-12,Recurring,79,Professional
EVT003871,CUST0263,2023-01-09,2023-01,Recurring,79,Professional
EVT003872,CUST0263,2023-02-08,2023-02,Recurring,79,Professional
EVT003873,CUST0263,2023-03-10,2023-03,Recurring,79,Professional
EVT003874,CUST0263,2023-04-09,2023-04,Recurring,79,Professional
EVT003875,CUST0263,2023-05-09,2023-05,Recurring,79,Professional
EVT003876,CUST0263,2023-06-08,2023-06,Recurring,79,Professional
EVT003877,CUST0263,2023-07-08,2023-07,Recurring,79,Professional
EVT003878,CUST0263,2023-08-07,2023-08,Recurring,79,Professional
EVT003879,CUST0263,2023-09-06,2023-09,Recurring,79,Professional
EVT003880,CUST0263,2023-10-06,2023-10,Recurring,79,Professional
EVT003881,CUST0263,2023-11-05,2023-11,Recurring,79,Professional
EVT003882,CUST0263,2023-12-05,2023-12,Recurring,79,Professional
EVT003883,CUST0263,2024-01-04,2024-01,Recurring,79,Professional
EVT003884,CUST0263,2024-02-03,2024-02,Recurring,79,Professional
EVT003885,CUST0263,2024-03-04,2024-03,Recurring,79,Professional
EVT003886,CUST0264,2022-12-19,2022-12,New,79,Professional
EVT003887,CUST0264,2023-01-18,2023-01,Recurring,79,Professional
EVT003888,CUST0264,2023-02-17,2023-02,Recurring,79,Professional
EVT003889,CUST0264,2023-03-19,2023-03,Recurring,79,Professional
EVT003890,CUST0264,2023-04-18,2023-04,Recurring,79,Professional
EVT003891,CUST0264,2023-05-18,2023-05,Recurring,79,Professional
EVT003892,CUST0264,2023-06-17,2023-06,Recurring,79,Professional
EVT003893,CUST0264,2023-07-17,2023-07,Recurring,79,Professional
EVT003894,CUST0264,2023-08-16,2023-08,Recurring,79,Professional
EVT003895,CUST0264,2023-09-15,2023-09,Recurring,79,Professional
EVT003896,CUST0264,2023-10-15,2023-10,Recurring,79,Professional
EVT003897,CUST0264,2023-11-14,2023-11,Recurring,79,Professional
EVT003898,CUST0264,2023-12-14,2023-12,Recurring,79,Professional
EVT003899,CUST0264,2024-01-13,2024-01,Recurring,79,Professional
EVT003900,CUST0264,2024-02-12,2024-02,Recurring,79,Professional
EVT003901,CUST0264,2024-03-13,2024-03,Recurring,79,Professional
EVT003902,CUST0265,2023-06-17,2023-06,New,29,Starter
EVT003903,CUST0265,2023-07-17,2023-07,Recurring,29,Starter
EVT003904,CUST0266,2023-07-15,2023-07,New,29,Starter
EVT003905,CUST0266,2023-08-14,2023-08,Recurring,29,Starter
EVT003906,CUST0266,2023-09-13,2023-09,Recurring,29,Starter
EVT003907,CUST0266,2023-10-13,2023-10,Recurring,29,Starter
EVT003908,CUST0266,2023-11-12,2023-11,Recurring,29,Starter
EVT003909,CUST0266,2023-12-12,2023-12,Recurring,29,Starter
EVT003910,CUST0266,2024-01-11,2024-01,Recurring,29,Starter
EVT003911,CUST0266,2024-02-10,2024-02,Recurring,29,Starter
EVT003912,CUST0266,2024-03-11,2024-03,Recurring,29,Starter
EVT003913,CUST0267,2022-09-28,2022-09,New,79,Professional
EVT003914,CUST0267,2022-10-28,2022-10,Recurring,79,Professional
EVT003915,CUST0267,2022-11-27,2022-11,Recurring,79,Professional
EVT003916,CUST0267,2022-12-27,2022-12,Recurring,79,Professional
