customer_id,signup_date,plan_name,billing_cycle,industry,country,acquisition_channel,company_size,monthly_price,annual_price,contract_value,is_churned,churn_date,tenure_months,usage_score,support_tickets,cancel_reason
CUST0230,2023-04-17,Starter,Monthly,HR Tech,Brazil,Paid Ads,1-10,29,278,29,0,,11,72,0,
CUST0231,2023-09-21,Enterprise,Annual,Media,UK,Paid Ads,51-200,299,2870,2870,0,2024-03-31,12,48,3,
CUST0232,2023-08-13,Starter,Monthly,FinTech,Nigeria,Partner,51-200,29,278,29,0,,7,57,3,
CUST0233,2023-03-09,Starter,Monthly,Media,Nigeria,Organic Search,201-500,29,278,29,0,,12,70,3,
CUST0234,2022-06-09,Professional,Monthly,SaaS,Germany,Organic Search,51-200,79,758,79,0,,22,60,0,
CUST0235,2022-07-11,Business,Monthly,Media,India,Partner,201-500,149,1430,149,0,,20,75,0,
CUST0236,2022-07-23,Professional,Monthly,HR Tech,Australia,Referral,51-200,79,758,79,0,,20,78,3,
CUST0237,2023-04-25,Business,Monthly,EdTech,Nigeria,Social Media,500+,149,1430,149,0,,11,75,1,
CUST0238,2023-07-21,Starter,Annual,SaaS,Australia,Paid Ads,1-10,29,278,278,0,2024-03-31,12,83,1,
CUST0239,2022-11-18,Business,Monthly,E-Commerce,Germany,Referral,51-200,149,1430,149,1,2023-09-14,10,24,8,Too expensive
CUST0240,2023-01-28,Professional,Monthly,E-Commerce,Brazil,Social Media,500+,79,758,79,0,,14,50,2,
CUST0241,2022-01-09,Professional,Annual,HealthTech,Germany,Social Media,201-500,79,758,758,1,2023-11-30,23,26,1,Budget cuts
CUST0242,2023-08-05,Starter,Monthly,SaaS,Nigeria,Paid Ads,1-10,29,278,29,0,,7,72,0,
CUST0243,2022-10-08,Starter,Annual,Logistics,UK,Paid Ads,51-200,29,278,278,0,,18,56,1,
CUST0244,2023-09-01,Professional,Annual,E-Commerce,India,Direct,51-200,79,758,758,0,,7,68,3,
CUST0245,2023-07-14,Business,Annual,HealthTech,Nigeria,Referral,51-200,149,1430,1430,1,2023-11-11,4,41,5,Too expensive
CUST0246,2023-02-25,Business,Annual,HR Tech,USA,Referral,11-50,149,1430,1430,0,2024-03-31,14,69,2,
CUST0247,2022-11-19,Professional,Monthly,HR Tech,Canada,Organic Search,51-200,79,758,79,1,2024-02-12,15,21,6,Usability issues
CUST0248,2022-02-19,Starter,Annual,EdTech,USA,Partner,500+,29,278,278,0,,25,70,2,
CUST0249,2023-03-27,Professional,Annual,SaaS,India,Social Media,11-50,79,758,758,0,,12,70,3,
CUST0250,2022-08-21,Professional,Annual,HealthTech,UK,Social Media,11-50,79,758,758,0,,19,57,0,
CUST0251,2022-09-24,Enterprise,Annual,SaaS,Brazil,Paid Ads,201-500,299,2870,2870,0,,18,65,0,
CUST0252,2022-02-08,Starter,Annual,Media,India,Partner,51-200,29,278,278,1,2023-04-04,14,23,7,Budget cuts
CUST0253,2022-02-19,Professional,Annual,HR Tech,USA,Social Media,1-10,79,758,758,0,,25,44,2,
CUST0254,2023-08-06,Enterprise,Monthly,Media,India,Paid Ads,1-10,299,2870,299,0,,7,56,2,
CUST0255,2022-06-01,Starter,Monthly,EdTech,Canada,Organic Search,1-10,29,278,29,1,2023-02-26,9,27,2,No longer needed
CUST0256,2023-06-08,Professional,Monthly,HealthTech,Australia,Organic Search,51-200,79,758,79,0,,9,63,1,
CUST0257,2022-09-02,Starter,Monthly,HR Tech,Canada,Organic Search,51-200,29,278,29,1,2023-03-31,7,31,1,Switched to competitor
CUST0258,2022-11-27,Professional,Monthly,HR Tech,Brazil,Social Media,11-50,79,758,79,0,,16,85,2,
CUST0259,2022-04-25,Starter,Annual,SaaS,India,Referral,11-50,29,278,278,0,,23,86,1,
CUST0260,2022-06-12,Professional,Monthly,Logistics,Canada,Paid Ads,11-50,79,758,79,0,,21,82,2,
CUST0261,2023-03-19,Business,Annual,HR Tech,Nigeria,Partner,1-10,149,1430,1430,0,,12,60,3,
CUST0262,2022-07-11,Professional,Annual,EdTech,UK,Paid Ads,11-50,79,758,758,1,2023-07-06,12,32,2,Too expensive
CUST0263,2022-07-13,Professional,Annual,HealthTech,Australia,Direct,500+,79,758,758,0,,20,47,1,
CUST0264,2022-12-19,Professional,Annual,EdTech,UK,Organic Search,51-200,79,758,758,0,2024-03-31,19,49,3,
CUST0265,2023-06-17,Starter,Monthly,Logistics,Australia,Direct,11-50,29,278,29,1,2023-07-17,1,41,1,Switched to competitor
CUST0266,2023-07-15,Starter,Annual,Logistics,Germany,Referral,11-50,29,278,278,0,2024-03-31,12,88,2,
CUST0267,2022-09-28,Professional,Monthly,HR Tech,Australia,Referral,51-200,79,758,79,0,,18,63,2,
CUST0268,2023-05-15,Business,Annual,Media,Germany,Social Media,201-500,149,1430,1430,0,2024-03-31,13,55,3,
CUST0269,2022-12-31,Professional,Monthly,SaaS,Germany,Paid Ads,11-50,79,758,79,0,,15,72,0,
CUST0270,2023-06-11,Professional,Annual,Media,UK,Referral,1-10,79,758,758,0,2024-03-31,12,81,1,
CUST0271,2022-01-21,Professional,Monthly,HealthTech,Canada,Organic Search,51-200,79,758,79,0,,26,59,3,
CUST0272,2023-02-24,Starter,Annual,EdTech,Brazil,Partner,11-50,29,278,278,1,2024-03-20,13,51,2,Too expensive
CUST0273,2023-06-27,Professional,Annual,E-Commerce,Brazil,Organic Search,201-500,79,758,758,0,,9,68,2,
CUST0274,2022-08-27,Starter,Annual,Media,Australia,Partner,51-200,29,278,278,1,2023-09-21,13,67,3,Switched to competitor
CUST0275,2022-11-05,Business,Annual,HealthTech,Australia,Paid Ads,51-200,149,1430,1430,0,,17,61,2,
CUST0276,2022-06-23,Business,Monthly,E-Commerce,USA,Paid Ads,51-200,149,1430,149,0,,21,86,2,
CUST0277,2023-03-06,Business,Annual,SaaS,Germany,Organic Search,11-50,149,1430,1430,1,2024-03-30,13,32,4,Usability issues
CUST0278,2023-09-22,Enterprise,Annual,EdTech,UK,Paid Ads,11-50,299,2870,2870,0,,6,60,0,
CUST0279,2023-06-11,Professional,Monthly,E-Commerce,India,Social Media,11-50,79,758,79,1,2023-10-09,4,40,5,Usability issues
CUST0280,2022-12-05,Starter,Annual,EdTech,Brazil,Social Media,11-50,29,278,278,1,2023-11-30,12,27,3,No longer needed
CUST0281,2023-04-09,Professional,Annual,E-Commerce,Brazil,Social Media,51-200,79,758,758,0,,11,74,3,
CUST0282,2022-06-19,Starter,Monthly,EdTech,India,Referral,11-50,29,278,29,0,,21,76,3,
CUST0283,2023-08-16,Professional,Annual,E-Commerce,Nigeria,Organic Search,1-10,79,758,758,0,,7,58,1,
CUST0284,2022-12-07,Starter,Monthly,EdTech,USA,Partner,51-200,29,278,29,0,,16,67,3,
CUST0285,2022-09-20,Professional,Monthly,SaaS,UK,Partner,201-500,79,758,79,0,,18,67,0,
CUST0286,2023-02-26,Business,Monthly,Logistics,Australia,Social Media,11-50,149,1430,149,1,2023-12-23,10,29,8,Missing features
CUST0287,2023-05-18,Starter,Monthly,SaaS,Nigeria,Direct,11-50,29,278,29,1,2023-07-17,2,21,1,Poor support
CUST0288,2022-04-16,Enterprise,Monthly,EdTech,Australia,Paid Ads,1-10,299,2870,299,1,2022-08-14,4,46,2,Too expensive
CUST0289,2022-03-02,Professional,Monthly,Media,Nigeria,Social Media,51-200,79,758,79,0,,25,59,1,
CUST0290,2022-12-17,Enterprise,Annual,FinTech,USA,Social Media,1-10,299,2870,2870,1,2024-01-11,13,41,7,Too expensive
CUST0291,2023-04-29,Starter,Monthly,FinTech,India,Social Media,11-50,29,278,29,0,,11,81,0,
CUST0292,2023-03-31,Starter,Monthly,HealthTech,USA,Partner,500+,29,278,29,0,,12,61,2,
CUST0293,2023-05-16,Starter,Monthly,HR Tech,Brazil,Referral,11-50,29,278,29,1,2023-12-12,7,44,3,No longer needed
CUST0294,2022-05-14,Business,Annual,SaaS,Canada,Organic Search,51-200,149,1430,1430,0,,22,50,1,
CUST0295,2022-09-10,Enterprise,Monthly,HR Tech,Australia,Organic Search,1-10,299,2870,299,0,,18,81,1,
CUST0296,2022-05-27,Starter,Annual,Logistics,Nigeria,Partner,201-500,29,278,278,0,,22,49,3,
CUST0297,2022-04-13,Professional,Monthly,FinTech,India,Referral,1-10,79,758,79,0,,23,54,1,
CUST0298,2023-02-09,Starter,Monthly,E-Commerce,USA,Organic Search,1-10,29,278,29,0,,13,62,1,
CUST0299,2023-01-22,Starter,Monthly,FinTech,UK,Paid Ads,51-200,29,278,29,1,2023-10-19,9,27,4,Budget cuts
CUST0300,2023-04-07,Enterprise,Annual,SaaS,Nigeria,Partner,500+,299,2870,2870,0,,11,61,2,
CUST0301,2022-12-21,Starter,Monthly,EdTech,Germany,Referral,51-200,29,278,29,1,2023-08-18,8,39,7,Usability issues
CUST0302,2023-04-25,Enterprise,Monthly,HR Tech,Australia,Social Media,1-10,299,2870,299,0,,11,77,1,
CUST0303,2022-10-14,Business,Monthly,FinTech,Australia,Organic Search,11-50,149,1430,149,0,,17,47,1,
CUST0304,2023-05-10,Business,Monthly,E-Commerce,Canada,Partner,51-200,149,1430,149,0,,10,68,3,
CUST0305,2022-08-18,Professional,Annual,HR Tech,Germany,Social Media,51-200,79,758,758,1,2023-10-12,14,44,3,Too expensive
CUST0306,2022-05-07,Starter,Annual,HR Tech,Brazil,Organic Search,11-50,29,278,278,1,2023-05-02,12,24,6,Missing features
CUST0307,2022-07-25,Business,Monthly,FinTech,Nigeria,Organic Search,1-10,149,1430,149,0,,20,78,1,
CUST0308,2022-11-06,Starter,Annual,Logistics,Germany,Organic Search,201-500,29,278,278,1,2023-12-31,14,38,6,Too expensive
CUST0309,2022-06-02,Professional,Monthly,HR Tech,Brazil,Partner,11-50,79,758,79,0,,22,51,3,
CUST0310,2023-01-08,Enterprise,Annual,EdTech,UK,Direct,1-10,299,2870,2870,0,,14,72,3,
CUST0311,2023-01-28,Starter,Monthly,SaaS,India,Referral,1-10,29,278,29,1,2023-12-24,11,42,4,Budget cuts
CUST0312,2023-08-27,Business,Annual,HealthTech,UK,Paid Ads,1-10,149,1430,1430,1,2023-10-26,2,39,7,Too expensive
CUST0313,2023-01-01,Business,Monthly,Logistics,Canada,Paid Ads,1-10,149,1430,149,0,,15,71,1,
CUST0314,2022-09-22,Professional,Monthly,HealthTech,Brazil,Social Media,11-50,79,758,79,1,2023-12-16,15,33,4,Budget cuts
CUST0315,2022-12-29,Starter,Annual,SaaS,Germany,Referral,1-10,29,278,278,0,,15,72,3,
CUST0316,2022-06-22,Starter,Monthly,FinTech,Germany,Referral,1-10,29,278,29,0,,21,43,1,
CUST0317,2022-07-27,Starter,Monthly,HealthTech,India,Referral,201-500,29,278,29,0,,20,64,1,
CUST0318,2023-02-28,Professional,Annual,Logistics,Australia,Paid Ads,11-50,79,758,758,0,2024-03-31,14,75,1,
CUST0319,2022-12-18,Starter,Monthly,Media,Canada,Social Media,11-50,29,278,29,0,,15,76,2,
CUST0320,2022-06-19,Starter,Monthly,HealthTech,Nigeria,Paid Ads,1-10,29,278,29,1,2023-03-16,9,32,5,Missing features
CUST0321,2023-05-18,Enterprise,Monthly,E-Commerce,Brazil,Paid Ads,1-10,299,2870,299,0,,10,49,2,
CUST0322,2023-08-14,Professional,Monthly,FinTech,Australia,Paid Ads,1-10,79,758,79,0,,7,54,0,
CUST0323,2023-07-28,Professional,Monthly,Media,USA,Direct,500+,79,758,79,0,,8,65,2,
CUST0324,2023-04-10,Starter,Annual,E-Commerce,Australia,Organic Search,11-50,29,278,278,0,,11,68,0,
CUST0325,2023-01-15,Starter,Annual,SaaS,UK,Social Media,1-10,29,278,278,0,2024-03-31,16,59,2,
CUST0326,2022-08-28,Business,Monthly,E-Commerce,USA,Organic Search,1-10,149,1430,149,0,,19,82,3,
CUST0327,2022-07-25,Starter,Monthly,Logistics,Nigeria,Organic Search,11-50,29,278,29,1,2023-02-20,7,50,7,Switched to competitor
CUST0328,2022-02-22,Starter,Monthly,SaaS,Brazil,Organic Search,1-10,29,278,29,0,,25,94,2,
CUST0329,2022-08-28,Enterprise,Monthly,EdTech,Nigeria,Organic Search,51-200,299,2870,299,0,,19,42,3,
CUST0330,2022-10-23,Professional,Monthly,E-Commerce,Nigeria,Referral,11-50,79,758,79,0,,17,59,3,
CUST0331,2022-01-03,Professional,Annual,Logistics,India,Direct,500+,79,758,758,0,,27,60,2,
CUST0332,2022-06-11,Business,Monthly,SaaS,Canada,Paid Ads,11-50,149,1430,149,1,2023-06-06,12,12,8,Budget cuts
CUST0333,2022-08-20,Professional,Annual,E-Commerce,Australia,Organic Search,11-50,79,758,758,1,2023-09-14,13,75,3,Budget cuts
CUST0334,2023-03-30,Business,Annual,HR Tech,UK,Partner,500+,149,1430,1430,0,,12,84,1,
CUST0335,2023-09-14,Starter,Annual,EdTech,USA,Paid Ads,11-50,29,278,278,0,2024-03-31,14,71,2,
CUST0336,2022-04-26,Professional,Annual,HR Tech,USA,Partner,51-200,79,758,758,1,2023-04-21,12,39,2,Too expensive
CUST0337,2023-09-18,Business,Monthly,FinTech,Brazil,Direct,51-200,149,1430,149,1,2024-02-15,5,43,7,Missing features
CUST0338,2022-06-24,Starter,Annual,SaaS,Canada,Referral,51-200,29,278,278,1,2023-08-18,14,61,0,Too expensive
CUST0339,2022-05-12,Professional,Monthly,E-Commerce,USA,Organic Search,51-200,79,758,79,0,,22,90,1,
CUST0340,2022-12-28,Business,Monthly,E-Commerce,UK,Partner,11-50,149,1430,149,0,,15,66,3,
CUST0341,2022-09-29,Business,Monthly,SaaS,Canada,Referral,1-10,149,1430,149,0,,18,74,1,
CUST0342,2022-12-17,Professional,Monthly,Logistics,Canada,Direct,201-500,79,758,79,0,,15,46,2,
CUST0343,2023-01-12,Professional,Annual,EdTech,USA,Referral,500+,79,758,758,1,2024-03-07,14,18,6,Too expensive
CUST0344,2023-02-20,Starter,Monthly,SaaS,USA,Social Media,11-50,29,278,29,0,,13,70,2,
CUST0345,2022-05-23,Business,Monthly,Media,India,Paid Ads,51-200,149,1430,149,1,2023-05-18,12,11,2,Missing features
CUST0346,2022-10-26,Starter,Monthly,HR Tech,Australia,Organic Search,500+,29,278,29,0,,17,60,2,
CUST0347,2022-09-15,Starter,Annual,Logistics,USA,Paid Ads,1-10,29,278,278,1,2023-10-10,13,63,3,Budget cuts
CUST0348,2023-01-18,Business,Annual,EdTech,Brazil,Paid Ads,201-500,149,1430,1430,1,2023-06-17,5,50,5,Too expensive
CUST0349,2022-12-26,Enterprise,Annual,EdTech,UK,Organic Search,51-200,299,2870,2870,1,2024-01-20,13,29,8,Too expensive
CUST0350,2023-08-11,Enterprise,Monthly,EdTech,Nigeria,Direct,51-200,299,2870,299,0,,7,74,2,
CUST0351,2022-02-25,Professional,Monthly,FinTech,Australia,Social Media,11-50,79,758,79,1,2022-06-25,4,25,3,Usability issues
CUST0352,2023-08-09,Enterprise,Annual,EdTech,Germany,Social Media,51-200,299,2870,2870,1,2024-01-06,5,40,8,Too expensive
CUST0353,2022-05-24,Business,Monthly,HealthTech,Canada,Organic Search,11-50,149,1430,149,0,,22,60,3,
CUST0354,2023-06-27,Professional,Monthly,SaaS,Canada,Partner,1-10,79,758,79,0,,9,68,1,
CUST0355,2022-05-14,Enterprise,Monthly,Logistics,Canada,Partner,1-10,299,2870,299,1,2023-05-09,12,33,2,Too expensive
CUST0356,2022-06-16,Business,Monthly,HR Tech,Canada,Partner,1-10,149,1430,149,0,,21,76,1,
CUST0357,2023-07-07,Starter,Monthly,SaaS,Nigeria,Paid Ads,201-500,29,278,29,0,,8,68,0,
CUST0358,2022-09-17,Enterprise,Monthly,FinTech,Germany,Organic Search,201-500,299,2870,299,0,,18,69,2,
CUST0359,2022-05-15,Professional,Monthly,HealthTech,Australia,Referral,1-10,79,758,79,1,2023-11-06,18,20,6,Poor support
CUST0360,2023-05-08,Starter,Annual,Logistics,UK,Social Media,201-500,29,278,278,0,2024-03-31,12,55,2,
CUST0361,2022-12-01,Starter,Annual,EdTech,Nigeria,Social Media,51-200,29,278,278,0,,16,73,2,
CUST0362,2023-01-04,Business,Monthly,HR Tech,Canada,Paid Ads,11-50,149,1430,149,0,,15,75,2,
CUST0363,2022-09-04,Enterprise,Annual,SaaS,Brazil,Direct,51-200,299,2870,2870,0,,19,65,1,
CUST0364,2022-07-07,Business,Annual,SaaS,UK,Paid Ads,11-50,149,1430,1430,1,2023-07-02,12,79,1,Too expensive
CUST0365,2022-07-06,Starter,Monthly,Logistics,India,Referral,11-50,29,278,29,1,2022-11-03,4,34,4,No longer needed
CUST0366,2022-04-02,Starter,Monthly,SaaS,Australia,Direct,1-10,29,278,29,1,2022-07-31,4,23,6,Switched to competitor
CUST0367,2022-03-19,Professional,Monthly,Logistics,Canada,Social Media,11-50,79,758,79,0,,24,81,0,
CUST0368,2022-08-19,Professional,Annual,HealthTech,Australia,Social Media,51-200,79,758,758,0,2024-03-31,20,92,3,
CUST0369,2022-01-02,Enterprise,Monthly,HealthTech,Brazil,Referral,1-10,299,2870,299,0,,27,40,2,
CUST0370,2023-03-09,Enterprise,Monthly,Logistics,Australia,Referral,1-10,299,2870,299,0,,12,61,1,
CUST0371,2023-02-22,Starter,Monthly,E-Commerce,Nigeria,Direct,11-50,29,278,29,1,2024-02-17,12,62,6,Usability issues
CUST0372,2023-06-22,Business,Monthly,Logistics,USA,Organic Search,51-200,149,1430,149,0,,9,61,1,
CUST0373,2022-11-24,Professional,Monthly,EdTech,Germany,Direct,11-50,79,758,79,0,,16,79,3,
CUST0374,2022-04-08,Professional,Annual,SaaS,Nigeria,Direct,11-50,79,758,758,1,2023-06-02,14,76,2,Too expensive
CUST0375,2022-04-21,Professional,Monthly,HR Tech,Nigeria,Partner,11-50,79,758,79,0,,23,66,1,
CUST0376,2022-10-11,Professional,Annual,EdTech,Canada,Social Media,51-200,79,758,758,1,2023-11-05,13,66,3,Too expensive
CUST0377,2022-06-07,Starter,Annual,EdTech,Brazil,Referral,1-10,29,278,278,0,,22,78,1,
CUST0378,2022-12-07,Starter,Annual,Logistics,Nigeria,Partner,11-50,29,278,278,1,2024-01-31,14,60,0,Too expensive
CUST0379,2022-11-09,Starter,Annual,Logistics,USA,Social Media,11-50,29,278,278,0,,16,69,2,
CUST0380,2022-04-08,Business,Monthly,Logistics,Brazil,Direct,11-50,149,1430,149,0,,24,64,1,
CUST0381,2023-04-28,Starter,Annual,Media,Canada,Direct,51-200,29,278,278,0,,11,64,0,
CUST0382,2023-08-30,Professional,Annual,FinTech,UK,Referral,500+,79,758,758,0,2024-03-31,12,69,2,
CUST0383,2022-12-26,Starter,Annual,SaaS,Germany,Direct,51-200,29,278,278,1,2024-01-20,13,20,2,Budget cuts
CUST0384,2022-08-27,Enterprise,Annual,SaaS,Germany,Social Media,1-10,299,2870,2870,1,2023-02-23,6,44,3,Switched to competitor
CUST0385,2023-05-22,Professional,Annual,SaaS,Australia,Referral,1-10,79,758,758,0,,10,71,3,
CUST0386,2022-05-10,Enterprise,Annual,Media,Australia,Paid Ads,1-10,299,2870,2870,1,2023-06-04,13,54,1,Too expensive
CUST0387,2022-11-17,Business,Annual,Logistics,Australia,Referral,1-10,149,1430,1430,1,2023-11-12,12,72,2,Too expensive
CUST0388,2022-02-08,Business,Annual,SaaS,India,Organic Search,1-10,149,1430,1430,1,2022-08-07,6,12,7,No longer needed
CUST0389,2023-09-09,Enterprise,Monthly,E-Commerce,Canada,Referral,201-500,299,2870,299,0,,6,66,3,
CUST0390,2022-02-25,Business,Annual,Logistics,Australia,Organic Search,1-10,149,1430,1430,0,,25,66,1,
CUST0391,2022-08-12,Business,Monthly,EdTech,Canada,Social Media,500+,149,1430,149,0,,19,37,3,
CUST0392,2023-01-29,Starter,Monthly,SaaS,Australia,Paid Ads,11-50,29,278,29,1,2023-08-27,7,38,2,Budget cuts
CUST0393,2022-03-21,Business,Monthly,E-Commerce,Germany,Social Media,11-50,149,1430,149,1,2022-07-19,4,29,4,Too expensive
CUST0394,2023-05-12,Professional,Monthly,Logistics,Canada,Partner,51-200,79,758,79,1,2024-03-07,10,40,1,No longer needed
CUST0395,2022-09-09,Business,Monthly,FinTech,UK,Partner,500+,149,1430,149,0,,18,58,2,
CUST0396,2022-09-22,Professional,Monthly,SaaS,Australia,Direct,500+,79,758,79,0,,18,57,2,
CUST0397,2022-09-04,Starter,Monthly,SaaS,Nigeria,Referral,51-200,29,278,29,0,,19,65,1,
CUST0398,2022-06-03,Starter,Monthly,E-Commerce,Australia,Paid Ads,51-200,29,278,29,1,2022-11-30,6,36,3,No longer needed
CUST0399,2022-01-25,Professional,Monthly,Media,Nigeria,Organic Search,11-50,79,758,79,0,,26,64,0,
CUST0400,2023-08-10,Enterprise,Monthly,Logistics,UK,Organic Search,11-50,299,2870,299,0,,7,61,3,
CUST0401,2022-08-25,Professional,Monthly,HealthTech,Canada,Organic Search,1-10,79,758,79,0,,19,50,0,
CUST0402,2022-09-27,Professional,Monthly,HR Tech,Nigeria,Paid Ads,201-500,79,758,79,0,,18,69,0,
CUST0403,2022-12-13,Starter,Monthly,SaaS,UK,Social Media,11-50,29,278,29,0,,15,62,2,
CUST0404,2022-11-23,Professional,Annual,E-Commerce,India,Paid Ads,11-50,79,758,758,1,2024-01-17,14,64,3,Too expensive
CUST0405,2023-08-22,Business,Annual,Media,UK,Referral,201-500,149,1430,1430,0,,7,36,1,
CUST0406,2022-08-16,Enterprise,Monthly,HR Tech,Australia,Direct,1-10,299,2870,299,0,,19,61,0,
CUST0407,2023-07-10,Enterprise,Annual,Media,Australia,Organic Search,11-50,299,2870,2870,0,,8,68,2,
CUST0408,2023-09-19,Professional,Annual,SaaS,UK,Paid Ads,201-500,79,758,758,0,,6,85,1,
CUST0409,2023-02-23,Starter,Annual,EdTech,USA,Referral,1-10,29,278,278,1,2023-08-22,6,9,5,Too expensive
CUST0410,2022-04-21,Starter,Monthly,HealthTech,USA,Paid Ads,1-10,29,278,29,0,,23,33,3,
CUST0411,2023-09-30,Business,Monthly,Media,Canada,Referral,1-10,149,1430,149,0,,6,80,2,
CUST0412,2022-11-21,Professional,Monthly,Logistics,USA,Direct,11-50,79,758,79,0,,16,51,0,
CUST0413,2022-04-24,Business,Annual,FinTech,Nigeria,Referral,201-500,149,1430,1430,1,2023-04-19,12,85,3,Too expensive
CUST0414,2022-07-15,Business,Annual,FinTech,USA,Paid Ads,1-10,149,1430,1430,0,,20,53,2,
CUST0415,2023-08-05,Business,Monthly,Logistics,USA,Referral,1-10,149,1430,149,1,2024-01-02,5,3,8,Switched to competitor
CUST0416,2022-08-30,Professional,Annual,HR Tech,UK,Partner,500+,79,758,758,0,,19,57,1,
CUST0417,2023-09-03,Enterprise,Monthly,FinTech,USA,Direct,1-10,299,2870,299,0,,7,76,0,
CUST0418,2022-01-28,Professional,Annual,E-Commerce,UK,Organic Search,11-50,79,758,758,0,,26,39,3,
CUST0419,2022-10-09,Enterprise,Monthly,FinTech,Australia,Paid Ads,11-50,299,2870,299,0,,17,52,0,
CUST0420,2023-01-11,Starter,Monthly,FinTech,Nigeria,Direct,1-10,29,278,29,0,,14,95,2,
CUST0421,2023-01-02,Professional,Monthly,HealthTech,USA,Direct,51-200,79,758,79,0,,15,73,0,
CUST0422,2022-11-08,Business,Monthly,SaaS,Australia,Paid Ads,51-200,149,1430,149,0,,16,58,0,
CUST0423,2022-09-24,Professional,Annual,EdTech,UK,Referral,201-500,79,758,758,1,2023-11-18,14,60,0,Too expensive
CUST0424,2023-01-09,Professional,Annual,Media,USA,Paid Ads,11-50,79,758,758,1,2024-01-04,12,63,2,Switched to competitor
CUST0425,2022-08-22,Business,Monthly,Media,Australia,Partner,11-50,149,1430,149,0,,19,80,3,
CUST0426,2022-12-25,Enterprise,Monthly,Media,USA,Referral,11-50,299,2870,299,0,,15,58,2,
CUST0427,2022-06-14,Professional,Annual,Media,Australia,Social Media,500+,79,758,758,1,2023-06-09,12,16,4,Switched to competitor
CUST0428,2022-11-22,Business,Annual,E-Commerce,USA,Direct,1-10,149,1430,1430,1,2023-11-17,12,80,1,Budget cuts
CUST0429,2022-06-16,Business,Monthly,FinTech,Germany,Paid Ads,51-200,149,1430,149,0,,21,50,0,
CUST0430,2022-01-13,Professional,Annual,Media,Australia,Paid Ads,11-50,79,758,758,1,2023-01-08,12,37,1,No longer needed
CUST0431,2022-12-18,Professional,Monthly,EdTech,Brazil,Referral,51-200,79,758,79,0,,15,87,3,
CUST0432,2022-08-15,Enterprise,Monthly,EdTech,UK,Direct,1-10,299,2870,299,0,,19,79,2,
CUST0433,2023-06-29,Business,Monthly,FinTech,USA,Referral,51-200,149,1430,149,1,2023-07-29,1,47,4,Poor support
CUST0434,2023-03-23,Professional,Monthly,HealthTech,Brazil,Social Media,51-200,79,758,79,0,,12,88,3,
CUST0435,2023-04-20,Professional,Monthly,EdTech,USA,Direct,11-50,79,758,79,0,,11,94,3,
CUST0436,2022-08-15,Business,Monthly,HealthTech,UK,Direct,1-10,149,1430,149,1,2023-05-12,9,53,2,Poor support
CUST0437,2023-09-07,Business,Annual,SaaS,UK,Paid Ads,11-50,149,1430,1430,0,2024-03-31,21,52,0,
CUST0438,2022-11-01,Starter,Annual,Media,USA,Direct,11-50,29,278,278,1,2023-11-26,13,50,8,Too expensive
CUST0439,2023-05-27,Starter,Annual,FinTech,Brazil,Referral,1-10,29,278,278,0,2024-03-31,18,62,2,
CUST0440,2023-06-14,Enterprise,Annual,HR Tech,Brazil,Referral,51-200,299,2870,2870,0,,9,57,1,
CUST0441,2023-04-30,Starter,Annual,SaaS,Germany,Referral,1-10,29,278,278,1,2023-09-27,5,37,7,Too expensive
CUST0442,2023-06-05,Professional,Monthly,Media,UK,Partner,11-50,79,758,79,1,2024-01-31,8,67,5,Usability issues
CUST0443,2022-04-02,Professional,Annual,SaaS,India,Partner,11-50,79,758,758,1,2023-05-27,14,22,8,Switched to competitor
CUST0444,2022-10-13,Business,Monthly,HealthTech,USA,Social Media,51-200,149,1430,149,0,,17,68,3,
CUST0445,2023-06-16,Business,Monthly,HR Tech,Canada,Referral,1-10,149,1430,149,0,,9,70,1,
CUST0446,2022-08-05,Professional,Monthly,EdTech,Australia,Direct,51-200,79,758,79,0,,20,86,1,
CUST0447,2022-04-09,Business,Annual,HR Tech,Canada,Social Media,201-500,149,1430,1430,0,,24,87,0,
CUST0448,2023-05-19,Starter,Monthly,FinTech,Australia,Social Media,51-200,29,278,29,0,,10,59,3,
CUST0449,2022-10-24,Enterprise,Monthly,FinTech,Australia,Organic Search,51-200,299,2870,299,0,,17,54,1,
CUST0450,2022-03-21,Professional,Annual,Logistics,Nigeria,Referral,1-10,79,758,758,1,2023-05-15,14,92,0,Too expensive
CUST0451,2022-02-20,Professional,Monthly,FinTech,Canada,Partner,51-200,79,758,79,0,,25,88,3,
CUST0452,2023-07-17,Business,Monthly,FinTech,Nigeria,Paid Ads,51-200,149,1430,149,0,,8,53,0,
CUST0453,2022-03-07,Business,Monthly,EdTech,Australia,Organic Search,51-200,149,1430,149,0,,25,62,2,
CUST0454,2022-12-11,Professional,Monthly,FinTech,USA,Partner,1-10,79,758,79,0,,15,78,1,
CUST0455,2023-07-03,Professional,Monthly,Media,Nigeria,Direct,11-50,79,758,79,0,,9,56,1,
CUST0456,2023-03-08,Enterprise,Monthly,Media,India,Paid Ads,51-200,299,2870,299,0,,12,58,0,
CUST0457,2022-01-02,Professional,Monthly,FinTech,Australia,Paid Ads,500+,79,758,79,0,,27,41,2,
CUST0458,2022-11-26,Business,Monthly,Logistics,UK,Organic Search,51-200,149,1430,149,0,,16,91,3,
CUST0459,2022-11-24,Enterprise,Monthly,Logistics,Brazil,Paid Ads,201-500,299,2870,299,0,,16,92,3,
