ticket_id,customer_id,ticket_date,category,resolved,days_to_resolve
TKT00499,CUST0226,2022-05-23,Onboarding,1,9
TKT00500,CUST0226,2022-11-15,Technical,1,14
TKT00501,CUST0226,2022-02-17,Bug Report,0,
TKT00502,CUST0227,2023-06-25,Bug Report,0,
TKT00503,CUST0227,2024-02-14,Billing,1,4
TKT00504,CUST0228,2023-08-10,Billing,0,
TKT00505,CUST0228,2023-07-19,Bug Report,0,
TKT00506,CUST0228,2023-03-08,Onboarding,0,
TKT00507,CUST0229,2023-04-29,Bug Report,0,
TKT00508,CUST0229,2023-05-01,Feature Request,1,7
TKT00509,CUST0229,2023-08-13,Billing,1,14
TKT00510,CUST0229,2023-10-22,Technical,1,2
TKT00511,CUST0229,2023-02-20,Billing,1,3
TKT00512,CUST0229,2023-07-31,Bug Report,1,11
TKT00513,CUST0229,2023-07-03,Onboarding,0,
TKT00514,CUST0229,2023-01-23,Billing,0,
TKT00515,CUST0231,2023-10-28,Technical,1,5
TKT00516,CUST0231,2023-10-03,Onboarding,1,5
TKT00517,CUST0231,2023-10-30,Feature Request,1,14
TKT00518,CUST0232,2024-03-08,Bug Report,1,3
TKT00519,CUST0232,2023-11-01,Bug Report,1,9
TKT00520,CUST0232,2024-01-27,Billing,1,1
TKT00521,CUST0233,2023-12-02,Bug Report,1,2
TKT00522,CUST0233,2023-09-12,Feature Request,1,3
TKT00523,CUST0233,2024-03-30,Feature Request,0,
TKT00524,CUST0236,2022-09-09,Technical,1,8
TKT00525,CUST0236,2023-12-13,Feature Request,1,11
TKT00526,CUST0236,2024-03-21,Feature Request,1,2
TKT00527,CUST0237,2023-09-03,Feature Request,1,9
TKT00528,CUST0238,2023-11-15,Technical,1,2
TKT00529,CUST0239,2023-07-14,Technical,1,3
TKT00530,CUST0239,2023-02-10,Bug Report,1,2
TKT00531,CUST0239,2023-03-20,Bug Report,1,14
TKT00532,CUST0239,2022-12-09,Technical,1,5
TKT00533,CUST0239,2022-11-29,Technical,1,14
TKT00534,CUST0239,2023-08-25,Feature Request,1,14
TKT00535,CUST0239,2023-03-16,Billing,1,7
TKT00536,CUST0239,2023-06-03,Bug Report,0,
TKT00537,CUST0240,2024-01-11,Feature Request,0,
TKT00538,CUST0240,2023-07-30,Bug Report,1,5
TKT00539,CUST0241,2022-05-27,Technical,1,9
TKT00540,CUST0243,2023-09-14,Bug Report,1,9
TKT00541,CUST0244,2023-11-15,Technical,1,10
TKT00542,CUST0244,2024-03-26,Bug Report,1,12
TKT00543,CUST0244,2023-10-20,Feature Request,1,5
TKT00544,CUST0245,2023-09-27,Technical,0,
TKT00545,CUST0245,2023-10-23,Billing,0,
TKT00546,CUST0245,2023-07-23,Onboarding,0,
TKT00547,CUST0245,2023-09-06,Bug Report,1,7
TKT00548,CUST0245,2023-08-20,Technical,1,5
TKT00549,CUST0246,2024-01-20,Onboarding,1,11
TKT00550,CUST0246,2023-11-12,Billing,0,
TKT00551,CUST0247,2024-02-05,Technical,0,
TKT00552,CUST0247,2023-09-25,Billing,1,1
TKT00553,CUST0247,2023-03-07,Billing,1,2
TKT00554,CUST0247,2023-08-06,Billing,1,11
TKT00555,CUST0247,2023-11-05,Onboarding,1,7
TKT00556,CUST0247,2023-10-15,Billing,1,10
TKT00557,CUST0248,2022-03-08,Technical,1,11
TKT00558,CUST0248,2023-12-07,Bug Report,0,
TKT00559,CUST0249,2024-01-12,Billing,1,14
TKT00560,CUST0249,2023-04-23,Billing,0,
TKT00561,CUST0249,2023-05-23,Onboarding,1,10
TKT00562,CUST0252,2022-04-10,Bug Report,0,
TKT00563,CUST0252,2022-12-07,Bug Report,0,
TKT00564,CUST0252,2022-09-28,Feature Request,1,7
TKT00565,CUST0252,2022-02-11,Technical,0,
TKT00566,CUST0252,2022-10-13,Technical,1,8
TKT00567,CUST0252,2022-04-12,Bug Report,0,
TKT00568,CUST0252,2022-12-14,Onboarding,1,14
TKT00569,CUST0253,2023-09-08,Feature Request,1,9
TKT00570,CUST0253,2023-08-04,Onboarding,1,5
TKT00571,CUST0254,2023-10-28,Billing,1,2
TKT00572,CUST0254,2023-12-05,Billing,1,6
TKT00573,CUST0255,2023-02-06,Onboarding,1,2
TKT00574,CUST0255,2023-02-03,Feature Request,1,9
TKT00575,CUST0256,2023-10-08,Feature Request,1,7
TKT00576,CUST0257,2022-09-16,Billing,1,12
TKT00577,CUST0258,2023-06-09,Bug Report,1,13
TKT00578,CUST0258,2023-09-25,Billing,0,
TKT00579,CUST0259,2022-08-09,Feature Request,1,13
TKT00580,CUST0260,2024-02-28,Technical,1,7
TKT00581,CUST0260,2022-07-08,Feature Request,1,12
TKT00582,CUST0261,2023-08-16,Billing,1,14
TKT00583,CUST0261,2023-10-31,Bug Report,0,
TKT00584,CUST0261,2023-11-02,Billing,1,11
TKT00585,CUST0262,2024-01-27,Bug Report,1,12
TKT00586,CUST0262,2023-04-27,Billing,1,6
TKT00587,CUST0263,2024-01-26,Technical,0,
TKT00588,CUST0264,2023-12-10,Onboarding,1,3
TKT00589,CUST0264,2023-12-20,Billing,1,14
TKT00590,CUST0264,2023-11-18,Feature Request,1,14
TKT00591,CUST0265,2023-07-05,Bug Report,1,1
TKT00592,CUST0266,2023-12-11,Feature Request,1,3
TKT00593,CUST0266,2023-09-10,Bug Report,0,
TKT00594,CUST0267,2023-07-12,Billing,1,5
TKT00595,CUST0267,2022-11-05,Billing,1,3
TKT00596,CUST0268,2023-10-02,Feature Request,0,
TKT00597,CUST0268,2023-10-22,Onboarding,0,
TKT00598,CUST0268,2024-01-15,Onboarding,1,12
TKT00599,CUST0270,2023-07-28,Bug Report,0,
TKT00600,CUST0271,2022-02-02,Onboarding,0,
TKT00601,CUST0271,2022-01-29,Feature Request,1,13
TKT00602,CUST0271,2022-11-03,Bug Report,1,10
TKT00603,CUST0272,2024-01-29,Feature Request,1,6
TKT00604,CUST0272,2023-07-25,Feature Request,0,
TKT00605,CUST0273,2024-02-10,Billing,1,2
TKT00606,CUST0273,2023-10-19,Onboarding,0,
TKT00607,CUST0274,2024-03-26,Bug Report,0,
TKT00608,CUST0274,2023-05-23,Onboarding,1,6
TKT00609,CUST0274,2022-12-27,Onboarding,1,12
TKT00610,CUST0275,2023-03-25,Billing,1,3
TKT00611,CUST0275,2023-12-13,Billing,0,
TKT00612,CUST0276,2023-10-22,Onboarding,1,8
TKT00613,CUST0276,2023-10-22,Bug Report,1,9
TKT00614,CUST0277,2024-02-15,Billing,0,
TKT00615,CUST0277,2024-02-21,Feature Request,1,7
TKT00616,CUST0277,2023-05-18,Bug Report,1,9
TKT00617,CUST0277,2024-01-07,Onboarding,0,
TKT00618,CUST0279,2023-08-20,Onboarding,1,1
TKT00619,CUST0279,2023-06-11,Feature Request,1,10
TKT00620,CUST0279,2023-08-12,Onboarding,0,
TKT00621,CUST0279,2023-10-04,Feature Request,1,6
TKT00622,CUST0279,2023-06-25,Technical,1,13
TKT00623,CUST0280,2023-11-07,Technical,1,3
TKT00624,CUST0280,2023-03-02,Technical,1,11
TKT00625,CUST0280,2023-01-07,Feature Request,0,
TKT00626,CUST0281,2024-03-25,Onboarding,1,3
TKT00627,CUST0281,2024-03-05,Billing,1,3
TKT00628,CUST0281,2023-07-21,Onboarding,1,6
TKT00629,CUST0282,2023-07-04,Bug Report,1,4
TKT00630,CUST0282,2022-10-10,Technical,1,2
TKT00631,CUST0282,2023-11-12,Feature Request,1,4
TKT00632,CUST0283,2024-03-13,Onboarding,0,
TKT00633,CUST0284,2024-01-14,Technical,1,1
TKT00634,CUST0284,2023-09-22,Onboarding,0,
TKT00635,CUST0284,2023-07-21,Technical,1,3
TKT00636,CUST0286,2023-10-10,Bug Report,1,6
TKT00637,CUST0286,2023-11-17,Bug Report,1,3
TKT00638,CUST0286,2023-10-14,Onboarding,0,
TKT00639,CUST0286,2023-08-09,Onboarding,1,8
TKT00640,CUST0286,2023-07-31,Technical,0,
TKT00641,CUST0286,2023-12-06,Onboarding,1,12
TKT00642,CUST0286,2023-11-06,Billing,1,7
TKT00643,CUST0286,2023-03-22,Onboarding,0,
TKT00644,CUST0287,2023-07-03,Onboarding,0,
TKT00645,CUST0288,2022-06-02,Onboarding,1,4
TKT00646,CUST0288,2022-06-03,Feature Request,1,7
TKT00647,CUST0289,2022-05-21,Feature Request,0,
TKT00648,CUST0290,2023-04-07,Onboarding,0,
TKT00649,CUST0290,2023-07-06,Feature Request,0,
TKT00650,CUST0290,2023-05-24,Bug Report,1,12
TKT00651,CUST0290,2023-05-13,Billing,1,7
TKT00652,CUST0290,2023-03-15,Technical,0,
TKT00653,CUST0290,2023-07-18,Billing,1,3
TKT00654,CUST0290,2023-12-18,Onboarding,0,
TKT00655,CUST0292,2023-05-09,Bug Report,0,
TKT00656,CUST0292,2023-09-18,Bug Report,1,3
TKT00657,CUST0293,2023-08-05,Billing,0,
TKT00658,CUST0293,2023-11-27,Feature Request,0,
TKT00659,CUST0293,2023-09-27,Feature Request,1,14
TKT00660,CUST0294,2022-12-24,Bug Report,1,9
TKT00661,CUST0295,2022-11-18,Onboarding,1,13
TKT00662,CUST0296,2022-12-04,Onboarding,0,
TKT00663,CUST0296,2023-10-17,Billing,1,14
TKT00664,CUST0296,2023-04-20,Technical,1,7
TKT00665,CUST0297,2022-09-04,Feature Request,1,8
TKT00666,CUST0298,2023-06-09,Billing,0,
TKT00667,CUST0299,2023-02-06,Bug Report,1,1
TKT00668,CUST0299,2023-08-22,Bug Report,0,
TKT00669,CUST0299,2023-08-16,Billing,1,8
TKT00670,CUST0299,2023-08-18,Onboarding,1,2
TKT00671,CUST0300,2023-09-13,Bug Report,1,7
TKT00672,CUST0300,2023-06-06,Technical,1,8
TKT00673,CUST0301,2023-06-29,Bug Report,0,
TKT00674,CUST0301,2023-08-12,Feature Request,1,13
TKT00675,CUST0301,2023-06-18,Billing,1,9
TKT00676,CUST0301,2022-12-29,Technical,1,13
TKT00677,CUST0301,2023-01-04,Bug Report,1,14
TKT00678,CUST0301,2023-08-01,Feature Request,0,
TKT00679,CUST0301,2023-01-18,Technical,1,7
TKT00680,CUST0302,2023-05-22,Onboarding,1,2
TKT00681,CUST0303,2023-10-26,Feature Request,1,8
TKT00682,CUST0304,2023-10-01,Billing,1,4
TKT00683,CUST0304,2023-07-02,Technical,0,
TKT00684,CUST0304,2023-08-14,Technical,1,7
TKT00685,CUST0305,2023-06-03,Billing,1,14
TKT00686,CUST0305,2023-05-19,Billing,1,10
TKT00687,CUST0305,2023-01-21,Technical,1,14
TKT00688,CUST0306,2022-12-23,Bug Report,0,
TKT00689,CUST0306,2023-04-30,Technical,1,2
TKT00690,CUST0306,2023-04-12,Billing,0,
TKT00691,CUST0306,2022-07-20,Onboarding,1,11
TKT00692,CUST0306,2023-01-20,Onboarding,1,14
TKT00693,CUST0306,2022-09-22,Technical,1,1
TKT00694,CUST0307,2023-07-06,Onboarding,1,1
TKT00695,CUST0308,2023-12-26,Technical,1,8
TKT00696,CUST0308,2023-11-04,Feature Request,0,
TKT00697,CUST0308,2022-11-25,Onboarding,1,10
TKT00698,CUST0308,2023-08-24,Onboarding,1,4
TKT00699,CUST0308,2023-07-05,Billing,0,
TKT00700,CUST0308,2023-11-29,Technical,1,13
TKT00701,CUST0309,2024-01-23,Technical,1,4
TKT00702,CUST0309,2022-07-22,Onboarding,1,11
TKT00703,CUST0309,2023-10-02,Feature Request,0,
TKT00704,CUST0310,2023-09-06,Billing,1,11
TKT00705,CUST0310,2023-07-05,Billing,1,1
TKT00706,CUST0310,2024-01-01,Bug Report,1,8
TKT00707,CUST0311,2023-07-14,Feature Request,0,
TKT00708,CUST0311,2023-04-17,Technical,0,
TKT00709,CUST0311,2023-08-29,Technical,1,6
TKT00710,CUST0311,2023-09-13,Billing,1,2
TKT00711,CUST0312,2023-09-08,Onboarding,1,1
TKT00712,CUST0312,2023-08-31,Technical,0,
TKT00713,CUST0312,2023-10-16,Feature Request,1,8
TKT00714,CUST0312,2023-09-02,Technical,1,1
TKT00715,CUST0312,2023-09-02,Technical,1,1
TKT00716,CUST0312,2023-10-20,Billing,1,3
TKT00717,CUST0312,2023-09-19,Onboarding,1,14
TKT00718,CUST0313,2023-03-12,Technical,1,5
TKT00719,CUST0314,2022-12-15,Bug Report,1,9
TKT00720,CUST0314,2023-01-26,Billing,1,2
TKT00721,CUST0314,2022-11-09,Onboarding,1,11
TKT00722,CUST0314,2023-10-28,Billing,1,8
TKT00723,CUST0315,2023-03-06,Onboarding,1,11
TKT00724,CUST0315,2023-02-15,Onboarding,1,8
TKT00725,CUST0315,2024-02-16,Billing,1,13
TKT00726,CUST0316,2022-06-25,Onboarding,1,2
TKT00727,CUST0317,2022-08-03,Onboarding,1,12
TKT00728,CUST0318,2023-03-12,Onboarding,1,2
TKT00729,CUST0319,2022-12-27,Bug Report,0,
TKT00730,CUST0319,2023-04-09,Bug Report,0,
TKT00731,CUST0320,2023-01-10,Feature Request,0,
TKT00732,CUST0320,2022-10-20,Technical,1,13
TKT00733,CUST0320,2022-11-17,Feature Request,0,
TKT00734,CUST0320,2022-11-18,Onboarding,1,13
TKT00735,CUST0320,2022-07-03,Onboarding,1,5
TKT00736,CUST0321,2023-12-07,Feature Request,1,2
TKT00737,CUST0321,2023-05-21,Technical,0,
TKT00738,CUST0323,2023-09-17,Billing,0,
TKT00739,CUST0323,2024-02-26,Bug Report,1,1
TKT00740,CUST0325,2023-11-23,Technical,1,10
TKT00741,CUST0325,2023-06-24,Feature Request,1,3
TKT00742,CUST0326,2023-10-28,Bug Report,1,13
TKT00743,CUST0326,2024-01-20,Billing,0,
TKT00744,CUST0326,2022-12-29,Bug Report,1,1
TKT00745,CUST0327,2022-09-27,Onboarding,1,14
TKT00746,CUST0327,2023-02-02,Onboarding,1,13
TKT00747,CUST0327,2022-07-26,Technical,1,13
TKT00748,CUST0327,2023-01-10,Technical,1,5
TKT00749,CUST0327,2022-10-27,Technical,1,13
TKT00750,CUST0327,2022-10-29,Technical,0,
TKT00751,CUST0327,2022-10-01,Technical,1,6
TKT00752,CUST0328,2022-11-26,Technical,0,
TKT00753,CUST0328,2023-10-11,Onboarding,0,
TKT00754,CUST0329,2023-05-17,Onboarding,1,10
TKT00755,CUST0329,2024-03-25,Bug Report,1,1
TKT00756,CUST0329,2023-03-18,Bug Report,1,8
TKT00757,CUST0330,2023-04-20,Feature Request,1,4
TKT00758,CUST0330,2022-11-18,Billing,1,3
TKT00759,CUST0330,2023-10-27,Bug Report,1,13
TKT00760,CUST0331,2022-03-07,Technical,1,1
TKT00761,CUST0331,2023-06-29,Technical,1,5
TKT00762,CUST0332,2022-08-19,Billing,0,
TKT00763,CUST0332,2022-09-09,Billing,1,13
TKT00764,CUST0332,2022-07-27,Feature Request,1,3
TKT00765,CUST0332,2022-06-29,Onboarding,1,13
TKT00766,CUST0332,2022-12-07,Bug Report,0,
TKT00767,CUST0332,2023-02-20,Technical,1,1
TKT00768,CUST0332,2022-12-25,Feature Request,1,1
TKT00769,CUST0332,2023-03-21,Feature Request,1,8
TKT00770,CUST0333,2023-10-29,Onboarding,1,3
TKT00771,CUST0333,2023-08-11,Bug Report,1,11
TKT00772,CUST0333,2022-08-22,Bug Report,1,1
TKT00773,CUST0334,2023-06-05,Feature Request,1,7
TKT00774,CUST0335,2023-10-15,Billing,1,5
TKT00775,CUST0335,2023-12-09,Onboarding,1,5
TKT00776,CUST0336,2023-10-25,Feature Request,1,4
TKT00777,CUST0336,2022-11-01,Bug Report,1,9
TKT00778,CUST0337,2023-09-18,Feature Request,0,
TKT00779,CUST0337,2024-01-02,Billing,0,
TKT00780,CUST0337,2023-11-22,Feature Request,1,7
TKT00781,CUST0337,2023-12-25,Technical,1,5
TKT00782,CUST0337,2023-11-08,Bug Report,1,8
TKT00783,CUST0337,2023-10-07,Onboarding,1,10
TKT00784,CUST0337,2023-12-19,Technical,1,7
TKT00785,CUST0339,2022-09-23,Billing,1,4
TKT00786,CUST0340,2024-03-26,Billing,1,3
TKT00787,CUST0340,2023-03-19,Billing,0,
TKT00788,CUST0340,2023-06-01,Bug Report,1,8
TKT00789,CUST0341,2022-11-23,Technical,0,
TKT00790,CUST0342,2023-10-28,Technical,1,13
TKT00791,CUST0342,2023-02-04,Technical,0,
TKT00792,CUST0343,2023-06-18,Billing,0,
TKT00793,CUST0343,2023-08-02,Bug Report,1,2
TKT00794,CUST0343,2023-05-22,Feature Request,1,6
TKT00795,CUST0343,2023-08-18,Onboarding,1,12
TKT00796,CUST0343,2024-02-27,Billing,0,
TKT00797,CUST0343,2023-02-27,Billing,0,
TKT00798,CUST0344,2023-04-07,Bug Report,1,8
TKT00799,CUST0344,2023-03-11,Billing,1,13
TKT00800,CUST0345,2022-07-30,Technical,1,14
TKT00801,CUST0345,2022-12-15,Onboarding,1,13
TKT00802,CUST0346,2022-12-23,Feature Request,1,14
TKT00803,CUST0346,2024-02-25,Feature Request,1,2
TKT00804,CUST0347,2023-06-01,Billing,1,3
TKT00805,CUST0347,2023-05-25,Billing,1,8
TKT00806,CUST0347,2024-02-23,Billing,1,8
TKT00807,CUST0348,2023-02-28,Feature Request,0,
TKT00808,CUST0348,2023-04-22,Technical,0,
TKT00809,CUST0348,2023-02-20,Onboarding,1,3
TKT00810,CUST0348,2023-05-19,Feature Request,0,
TKT00811,CUST0348,2023-01-20,Billing,1,7
TKT00812,CUST0349,2023-09-28,Onboarding,1,8
TKT00813,CUST0349,2023-03-10,Feature Request,1,11
TKT00814,CUST0349,2023-07-13,Feature Request,1,13
TKT00815,CUST0349,2023-01-19,Technical,1,3
TKT00816,CUST0349,2022-12-26,Feature Request,1,6
TKT00817,CUST0349,2023-11-27,Feature Request,1,10
TKT00818,CUST0349,2023-03-01,Feature Request,0,
TKT00819,CUST0349,2023-10-19,Onboarding,1,11
TKT00820,CUST0350,2023-12-01,Technical,1,11
TKT00821,CUST0350,2024-02-14,Billing,0,
TKT00822,CUST0351,2022-04-05,Billing,1,6
TKT00823,CUST0351,2022-06-03,Technical,1,2
TKT00824,CUST0351,2022-06-20,Bug Report,0,
TKT00825,CUST0352,2023-09-03,Onboarding,1,9
TKT00826,CUST0352,2023-10-04,Billing,1,3
TKT00827,CUST0352,2023-09-21,Onboarding,1,11
TKT00828,CUST0352,2023-08-23,Bug Report,0,
TKT00829,CUST0352,2023-08-27,Billing,1,3
TKT00830,CUST0352,2023-11-27,Onboarding,0,
TKT00831,CUST0352,2023-10-28,Onboarding,0,
TKT00832,CUST0352,2023-09-12,Onboarding,1,1
TKT00833,CUST0353,2023-01-23,Technical,1,5
TKT00834,CUST0353,2023-08-28,Onboarding,0,
TKT00835,CUST0353,2023-10-04,Feature Request,1,10
TKT00836,CUST0354,2023-12-04,Onboarding,0,
TKT00837,CUST0355,2023-03-09,Bug Report,1,5
TKT00838,CUST0355,2022-06-26,Technical,1,2
TKT00839,CUST0356,2023-07-12,Billing,0,
TKT00840,CUST0358,2022-09-20,Bug Report,1,2
TKT00841,CUST0358,2023-05-25,Feature Request,1,10
TKT00842,CUST0359,2023-10-06,Billing,1,9
TKT00843,CUST0359,2023-07-12,Onboarding,1,12
TKT00844,CUST0359,2022-10-06,Feature Request,0,
TKT00845,CUST0359,2022-10-09,Feature Request,1,9
TKT00846,CUST0359,2023-10-15,Billing,1,8
TKT00847,CUST0359,2022-11-05,Feature Request,1,4
TKT00848,CUST0360,2023-11-02,Onboarding,1,6
TKT00849,CUST0360,2023-05-12,Billing,0,
TKT00850,CUST0361,2023-08-06,Bug Report,1,1
TKT00851,CUST0361,2023-10-02,Billing,0,
TKT00852,CUST0362,2023-07-15,Onboarding,1,2
TKT00853,CUST0362,2023-07-05,Billing,0,
TKT00854,CUST0363,2022-09-30,Onboarding,1,4
TKT00855,CUST0364,2022-11-20,Billing,1,13
TKT00856,CUST0365,2022-09-20,Feature Request,1,9
TKT00857,CUST0365,2022-09-04,Feature Request,0,
TKT00858,CUST0365,2022-11-02,Bug Report,1,8
TKT00859,CUST0365,2022-09-28,Bug Report,0,
TKT00860,CUST0366,2022-06-23,Feature Request,1,14
TKT00861,CUST0366,2022-05-09,Feature Request,0,
TKT00862,CUST0366,2022-07-05,Technical,1,3
TKT00863,CUST0366,2022-04-11,Billing,0,
TKT00864,CUST0366,2022-04-04,Feature Request,1,10
TKT00865,CUST0366,2022-05-26,Technical,1,8
TKT00866,CUST0368,2023-12-20,Feature Request,1,4
TKT00867,CUST0368,2024-02-06,Bug Report,0,
TKT00868,CUST0368,2023-04-07,Bug Report,0,
TKT00869,CUST0369,2023-01-08,Billing,1,3
TKT00870,CUST0369,2022-12-24,Technical,0,
TKT00871,CUST0370,2023-11-16,Billing,1,13
TKT00872,CUST0371,2023-12-12,Onboarding,1,7
TKT00873,CUST0371,2023-08-15,Onboarding,1,13
TKT00874,CUST0371,2023-10-07,Feature Request,0,
TKT00875,CUST0371,2023-12-14,Technical,1,7
TKT00876,CUST0371,2024-02-05,Billing,1,4
TKT00877,CUST0371,2023-09-15,Bug Report,1,3
TKT00878,CUST0372,2023-12-18,Feature Request,0,
TKT00879,CUST0373,2023-07-05,Technical,1,9
TKT00880,CUST0373,2023-07-15,Feature Request,1,8
TKT00881,CUST0373,2023-02-19,Onboarding,0,
TKT00882,CUST0374,2022-08-01,Billing,0,
TKT00883,CUST0374,2023-05-02,Feature Request,1,10
TKT00884,CUST0375,2023-06-18,Bug Report,1,11
TKT00885,CUST0376,2023-12-28,Bug Report,1,12
TKT00886,CUST0376,2023-03-30,Bug Report,0,
TKT00887,CUST0376,2022-12-26,Bug Report,0,
TKT00888,CUST0377,2023-03-28,Technical,1,1
TKT00889,CUST0379,2023-01-09,Onboarding,1,4
TKT00890,CUST0379,2023-07-14,Technical,1,4
TKT00891,CUST0380,2022-09-08,Bug Report,1,8
TKT00892,CUST0382,2024-03-19,Bug Report,1,4
TKT00893,CUST0382,2023-10-06,Bug Report,1,7
TKT00894,CUST0383,2023-04-07,Billing,1,4
TKT00895,CUST0383,2023-04-10,Billing,0,
TKT00896,CUST0384,2023-01-20,Onboarding,1,13
TKT00897,CUST0384,2022-11-28,Billing,0,
TKT00898,CUST0384,2022-09-18,Technical,0,
TKT00899,CUST0385,2024-01-22,Billing,0,
TKT00900,CUST0385,2023-09-22,Billing,1,3
TKT00901,CUST0385,2023-11-26,Bug Report,1,2
TKT00902,CUST0386,2022-09-28,Billing,0,
TKT00903,CUST0387,2023-09-07,Feature Request,1,13
TKT00904,CUST0387,2023-01-06,Bug Report,1,5
TKT00905,CUST0388,2022-02-16,Feature Request,0,
TKT00906,CUST0388,2022-03-03,Bug Report,1,5
TKT00907,CUST0388,2022-03-10,Onboarding,1,3
TKT00908,CUST0388,2022-03-17,Bug Report,1,1
TKT00909,CUST0388,2022-05-18,Billing,0,
TKT00910,CUST0388,2022-03-30,Bug Report,1,6
TKT00911,CUST0388,2022-06-02,Feature Request,0,
TKT00912,CUST0389,2024-03-23,Onboarding,1,1
TKT00913,CUST0389,2024-01-22,Bug Report,0,
TKT00914,CUST0389,2024-01-31,Feature Request,1,2
TKT00915,CUST0390,2023-08-14,Bug Report,1,5
TKT00916,CUST0391,2023-03-13,Bug Report,1,10
TKT00917,CUST0391,2023-06-21,Bug Report,1,11
TKT00918,CUST0391,2022-10-13,Technical,1,11
TKT00919,CUST0392,2023-03-02,Onboarding,1,9
TKT00920,CUST0392,2023-05-07,Feature Request,1,14
TKT00921,CUST0393,2022-06-22,Bug Report,1,7
TKT00922,CUST0393,2022-04-06,Billing,1,14
TKT00923,CUST0393,2022-05-13,Onboarding,1,10
TKT00924,CUST0393,2022-04-17,Bug Report,1,3
TKT00925,CUST0394,2023-10-28,Onboarding,1,12
TKT00926,CUST0395,2024-03-29,Onboarding,1,7
TKT00927,CUST0395,2023-04-01,Billing,1,11
TKT00928,CUST0396,2023-08-24,Bug Report,1,3
TKT00929,CUST0396,2022-10-03,Billing,1,3
TKT00930,CUST0397,2022-09-16,Billing,0,
TKT00931,CUST0398,2022-09-21,Feature Request,0,
TKT00932,CUST0398,2022-08-16,Bug Report,1,3
TKT00933,CUST0398,2022-07-06,Billing,1,12
TKT00934,CUST0400,2024-03-06,Bug Report,1,9
TKT00935,CUST0400,2024-02-08,Billing,0,
TKT00936,CUST0400,2024-01-31,Technical,1,6
TKT00937,CUST0403,2023-10-23,Billing,1,12
TKT00938,CUST0403,2024-02-10,Bug Report,1,13
TKT00939,CUST0404,2023-01-21,Technical,0,
TKT00940,CUST0404,2023-01-23,Feature Request,1,13
TKT00941,CUST0404,2024-01-15,Technical,1,3
TKT00942,CUST0405,2023-11-10,Technical,1,8
TKT00943,CUST0407,2024-03-27,Billing,1,10
TKT00944,CUST0407,2024-02-19,Billing,1,14
TKT00945,CUST0408,2023-10-20,Onboarding,1,4
TKT00946,CUST0409,2023-05-26,Technical,0,
TKT00947,CUST0409,2023-08-21,Feature Request,1,12
TKT00948,CUST0409,2023-07-22,Billing,1,3
TKT00949,CUST0409,2023-07-23,Billing,1,10
TKT00950,CUST0409,2023-03-12,Bug Report,1,3
TKT00951,CUST0410,2023-02-25,Bug Report,1,14
TKT00952,CUST0410,2022-08-04,Feature Request,1,14
TKT00953,CUST0410,2024-03-08,Bug Report,1,8
TKT00954,CUST0411,2024-01-01,Billing,1,2
TKT00955,CUST0411,2023-11-05,Billing,1,9
TKT00956,CUST0413,2022-10-22,Onboarding,1,14
TKT00957,CUST0413,2023-08-27,Onboarding,1,8
TKT00958,CUST0413,2022-04-27,Technical,1,3
TKT00959,CUST0414,2022-07-29,Feature Request,1,13
TKT00960,CUST0414,2024-03-01,Feature Request,0,
TKT00961,CUST0415,2023-10-26,Feature Request,0,
TKT00962,CUST0415,2023-11-07,Feature Request,1,1
TKT00963,CUST0415,2023-11-26,Technical,0,
TKT00964,CUST0415,2023-10-12,Bug Report,1,12
TKT00965,CUST0415,2023-10-20,Feature Request,1,10
TKT00966,CUST0415,2023-09-12,Onboarding,0,
TKT00967,CUST0415,2023-09-29,Onboarding,1,10
TKT00968,CUST0415,2023-08-07,Technical,1,9
TKT00969,CUST0416,2023-11-10,Feature Request,1,6
TKT00970,CUST0418,2022-11-04,Bug Report,0,
TKT00971,CUST0418,2024-01-04,Billing,1,1
TKT00972,CUST0418,2023-06-07,Bug Report,1,9
TKT00973,CUST0420,2023-08-11,Billing,1,8
TKT00974,CUST0420,2024-03-11,Technical,0,
TKT00975,CUST0424,2023-06-15,Bug Report,1,14
TKT00976,CUST0424,2023-10-24,Onboarding,1,10
TKT00977,CUST0425,2022-11-09,Feature Request,1,2
TKT00978,CUST0425,2022-08-22,Feature Request,1,8
TKT00979,CUST0425,2022-11-12,Feature Request,0,
TKT00980,CUST0426,2023-07-24,Technical,0,
TKT00981,CUST0426,2023-08-24,Bug Report,1,9
TKT00982,CUST0427,2022-10-23,Onboarding,0,
TKT00983,CUST0427,2022-06-25,Feature Request,1,13
TKT00984,CUST0427,2022-09-19,Bug Report,1,3
TKT00985,CUST0427,2023-01-25,Billing,1,11
TKT00986,CUST0428,2023-01-12,Billing,1,3
TKT00987,CUST0430,2022-01-25,Technical,1,4
TKT00988,CUST0431,2024-03-28,Billing,1,3
TKT00989,CUST0431,2023-04-26,Feature Request,1,4
TKT00990,CUST0431,2023-09-27,Bug Report,1,12
TKT00991,CUST0432,2023-11-30,Feature Request,0,
TKT00992,CUST0432,2023-09-29,Feature Request,1,12
TKT00993,CUST0433,2023-07-21,Billing,0,
TKT00994,CUST0433,2023-07-10,Feature Request,1,7
TKT00995,CUST0433,2023-07-04,Feature Request,1,10
TKT00996,CUST0433,2023-07-08,Feature Request,0,
TKT00997,CUST0434,2023-04-20,Technical,0,
TKT00998,CUST0434,2023-05-25,Technical,0,
